Year,Name,State_Code,State,Start_Date,Contain_Date,Acres,Cause,Estimated_Cost,,,,
2020,,OK,Oklahoma,,,757480.07,,757480.07,,,,
2021,,OK,Oklahoma,,,757480.08,,757480.08,,,,
2022,,OK,Oklahoma,,,757480.08,,757480.08,,,,
2023,,OK,Oklahoma,,,757480.08,,757480.08,,,,
2024,,OK,Oklahoma,,,757480.08,,757480.08,,,,
2020,,NM,New Mexico,,,456105.51,,456105.51,,,,
2021,,NM,New Mexico,,,456105.51,,456105.51,,,,
2022,,NM,New Mexico,,,456105.51,,456105.51,,,,
2023,,NM,New Mexico,,,456105.51,,456105.51,,,,
2024,,NM,New Mexico,,,456105.52,,456105.52,,,,
2020,,NV,Nevada,,,694533.75,,694533.75,,,,
2021,,NV,Nevada,,,959578.68,,959578.68,,,,
2022,,NV,Nevada,,,1162960.91,,1162960.91,,,,
2023,,NV,Nevada,,,1334422.12,,1334422.12,,,,
2024,,NV,Nevada,,,1485483.47,,1485483.47,,,,
2020,,MT,Montana,,,978712.71,,978712.71,,,,
2021,,MT,Montana,,,978712.72,,978712.72,,,,
2022,,MT,Montana,,,978712.72,,978712.72,,,,
2023,,MT,Montana,,,978712.72,,978712.72,,,,
2024,,MT,Montana,,,978712.72,,978712.72,,,,
2020,,ID,Idaho,,,1115420.51,,1115420.51,,,,
2021,,ID,Idaho,,,1202394.87,,1202394.87,,,,
2022,,ID,Idaho,,,1290720.63,,1290720.63,,,,
2023,,ID,Idaho,,,1381156.23,,1381156.23,,,,
2024,,ID,Idaho,,,1474332.92,,1474332.92,,,,
2020,,GA,Georgia,,,609823.43,,609823.43,,,,
2021,,GA,Georgia,,,609823.43,,609823.43,,,,
2022,,GA,Georgia,,,609823.43,,609823.43,,,,
2023,,GA,Georgia,,,609823.43,,609823.43,,,,
2024,,GA,Georgia,,,609823.43,,609823.43,,,,
2020,,FL,Florida,,,876686.82,,876686.82,,,,
2021,,FL,Florida,,,876686.82,,876686.82,,,,
2022,,FL,Florida,,,876686.82,,876686.82,,,,
2023,,FL,Florida,,,876686.83,,876686.83,,,,
2024,,FL,Florida,,,876686.83,,876686.83,,,,
2020,,CO,Colorado,,,280166.33,,280166.33,,,,
2021,,CO,Colorado,,,280166.33,,280166.33,,,,
2022,,CO,Colorado,,,280166.33,,280166.33,,,,
2023,,CO,Colorado,,,280166.33,,280166.33,,,,
2024,,CO,Colorado,,,280166.33,,280166.33,,,,
2020,,CA,California,,,1246852.26,,1246852.26,,,,
2021,,CA,California,,,1246852.27,,1246852.27,,,,
2022,,CA,California,,,1246852.27,,1246852.27,,,,
2023,,CA,California,,,1246852.28,,1246852.28,,,,
2024,,CA,California,,,1246852.28,,1246852.28,,,,
2020,,AZ,Arizona,,,876686.82,,876686.82,,,,
2021,,AZ,Arizona,,,876686.82,,876686.82,,,,
2022,,AZ,Arizona,,,876686.82,,876686.82,,,,
2023,,AZ,Arizona,,,876686.83,,876686.83,,,,
2024,,AZ,Arizona,,,876686.83,,876686.83,,,,
2020,,AK,Alaska,,,3162886.03,,3162886.03,,,,
2021,,AK,Alaska,,,3162886.04,,3162886.04,,,,
2022,,AK,Alaska,,,3162886.05,,3162886.05,,,,
2023,,AK,Alaska,,,3162886.06,,3162886.06,,,,
2024,,AK,Alaska,,,3162886.07,,3162886.07,,,,
